movieId,title,genres,year,imdbId
81,Things to Do in Denver When You're Dead,"['Crime', 'Drama', 'Romance']",1995.0,tt0114660
82,Antonia's Line,"['Comedy', 'Drama']",1995.0,tt0112379
83,Once Upon a Time... When We Were Colored,"['Drama', 'Romance']",1995.0,tt0114039
84,Last Summer in the Hamptons,"['Comedy', 'Drama']",1995.0,tt0113612
85,Angels and Insects,"['Drama', 'Romance']",1995.0,tt0112365
86,White Squall,"['Action', 'Adventure', 'Drama']",1996.0,tt0118158
87,Dunston Checks In,"['Children', 'Comedy']",1996.0,tt0116151
88,Black Sheep,['Comedy'],1996.0,tt0115697
89,Nick of Time,"['Action', 'Thriller']",1995.0,tt0113972
90,The Journey of August King,['Drama'],1995.0,tt0113490
92,Mary Reilly,"['Drama', 'Horror', 'Thriller']",1996.0,tt0117002
93,Vampire in Brooklyn,"['Comedy', 'Horror', 'Romance']",1995.0,tt0114825
94,Beautiful Girls,"['Comedy', 'Drama', 'Romance']",1996.0,tt0115639
95,Broken Arrow,"['Action', 'Adventure', 'Thriller']",1996.0,tt0115759
96,In the Bleak Midwinter,"['Comedy', 'Drama']",1995.0,tt0113403
97,Hate,"['Crime', 'Drama']",1995.0,tt0113247
98,Shopping,"['Action', 'Thriller']",1994.0,tt0111173
99,Heidi Fleiss: Hollywood Madam,['Documentary'],1995.0,tt0113283
100,City Hall,"['Drama', 'Thriller']",1996.0,tt0115907
101,Bottle Rocket,"['Adventure', 'Comedy', 'Crime', 'Romance']",1996.0,tt0115734
102,Mr. Wrong,['Comedy'],1996.0,tt0117102
103,Unforgettable,"['Mystery', 'Sci-Fi', 'Thriller']",1996.0,tt0118040
104,Happy Gilmore,['Comedy'],1996.0,tt0116483
105,The Bridges of Madison County,"['Drama', 'Romance']",1995.0,tt0112579
106,Nobody Loves Me,"['Comedy', 'Drama']",1994.0,tt0110251
107,Muppet Treasure Island,"['Adventure', 'Children', 'Comedy', 'Musical']",1996.0,tt0117110
108,Catwalk,['Documentary'],1996.0,tt0112646
109,Headless Body in Topless Bar,"['Comedy', 'Drama', 'Thriller']",1995.0,tt0113276
110,Braveheart,"['Action', 'Drama', 'War']",1995.0,tt0112573
111,Taxi Driver,"['Crime', 'Drama', 'Thriller']",1976.0,tt0075314
112,Rumble in the Bronx,"['Action', 'Adventure', 'Comedy', 'Crime']",1995.0,tt0113326
113,Before and After,"['Drama', 'Mystery']",1996.0,tt0115645
114,Margaret's Museum,['Drama'],1995.0,tt0113774
115,Happiness Is in the Field,['Comedy'],1995.0,tt0112556
116,Anne Frank Remembered,['Documentary'],1995.0,tt0112373
117,The Young Poisoner's Handbook,"['Crime', 'Drama']",1995.0,tt0115033
118,If Lucy Fell,"['Comedy', 'Romance']",1996.0,tt0116606
119,"Steal Big, Steal Little",['Comedy'],1995.0,tt0114536
120,Race the Sun,"['Adventure', 'Comedy', 'Drama']",1996.0,tt0117427
121,The Boys of St. Vincent,['Drama'],1992.0,tt0106473
122,Boomerang,"['Comedy', 'Romance']",1992.0,tt0103859
123,Chungking Express,"['Drama', 'Mystery', 'Romance']",1994.0,tt0109424
124,The Star Maker,['Drama'],1995.0,tt0114808
125,Flirting With Disaster,['Comedy'],1996.0,tt0116324
126,The NeverEnding Story III,"['Adventure', 'Children', 'Fantasy']",1994.0,tt0110647
127,The Silences of the Palace,['Drama'],1994.0,tt0111055
128,Jupiter's Wife,['Documentary'],1994.0,tt0110217
129,Pie in the Sky,"['Comedy', 'Romance']",1996.0,tt0114131
130,Angela,['Drama'],1995.0,tt0112364
131,Frankie Starlight,"['Drama', 'Romance']",1995.0,tt0113107
132,Jade,['Thriller'],1995.0,tt0113451
133,Nueba Yol,"['Comedy', 'Drama']",1995.0,tt0114015
134,Sonic Outlaws,['Documentary'],1995.0,tt0114500
135,Down Periscope,['Comedy'],1996.0,tt0116130
136,From the Journals of Jean Seberg,['Documentary'],1995.0,tt0113125
137,Man of the Year,['Documentary'],1995.0,tt0113756
138,The Neon Bible,['Drama'],1995.0,tt0113952
139,Target,"['Action', 'Drama']",1995.0,tt0114618
140,Up Close and Personal,"['Drama', 'Romance']",1996.0,tt0118055
141,The Birdcage,['Comedy'],1996.0,tt0115685
142,Shadows,['Drama'],1988.0,tt0094878
143,Gospa,['Drama'],1995.0,tt0113200
144,The Brothers McMullen,['Comedy'],1995.0,tt0112585
145,Bad Boys,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1995.0,tt0112442
146,The Amazing Panda Adventure,"['Adventure', 'Children']",1995.0,tt0112342
147,The Basketball Diaries,['Drama'],1995.0,tt0112461
148,An Awfully Big Adventure,['Drama'],1995.0,tt0112427
149,Amateur,"['Crime', 'Drama', 'Thriller']",1994.0,tt0109093
150,Apollo 13,"['Adventure', 'Drama', 'IMAX']",1995.0,tt0112384
151,Rob Roy,"['Action', 'Drama', 'Romance', 'War']",1995.0,tt0114287
152,The Addiction,"['Drama', 'Horror']",1995.0,tt0112288
153,Batman Forever,"['Action', 'Adventure', 'Comedy', 'Crime']",1995.0,tt0112462
154,Beauty of the Day,['Drama'],1967.0,tt0061395
155,Beyond Rangoon,"['Adventure', 'Drama', 'War']",1995.0,tt0112495
156,Blue in the Face,"['Comedy', 'Drama']",1995.0,tt0112541
157,Canadian Bacon,"['Comedy', 'War']",1995.0,tt0109370
158,Casper,"['Adventure', 'Children']",1995.0,tt0112642
159,Clockers,"['Crime', 'Drama', 'Mystery']",1995.0,tt0112688
160,Congo,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",1995.0,tt0112715
161,Crimson Tide,"['Drama', 'Thriller', 'War']",1995.0,tt0112740
162,Crumb,['Documentary'],1994.0,tt0109508
163,Desperado,"['Action', 'Romance', 'Western']",1995.0,tt0112851
164,Devil in a Blue Dress,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",1995.0,tt0112857
165,Die Hard: With a Vengeance,"['Action', 'Crime', 'Thriller']",1995.0,tt0112864
166,The Doom Generation,"['Comedy', 'Crime', 'Drama']",1995.0,tt0112887
167,Feast of July,['Drama'],1995.0,tt0113044
168,First Knight,"['Action', 'Drama', 'Romance']",1995.0,tt0113071
169,Free Willy 2: The Adventure Home,"['Adventure', 'Children', 'Drama']",1995.0,tt0113114
170,Hackers,"['Action', 'Adventure', 'Crime', 'Thriller']",1995.0,tt0113243
171,Jeffrey,"['Comedy', 'Drama']",1995.0,tt0113464
172,Johnny Mnemonic,"['Action', 'Sci-Fi', 'Thriller']",1995.0,tt0113481
173,Judge Dredd,"['Action', 'Crime', 'Sci-Fi']",1995.0,tt0113492
174,Jury Duty,['Comedy'],1995.0,tt0113500
175,Kids,['Drama'],1995.0,tt0113540
176,Living in Oblivion,['Comedy'],1995.0,tt0113677
177,Lord of Illusions,['Horror'],1995.0,tt0113690
178,Love & Human Remains,"['Comedy', 'Drama']",1993.0,tt0107447
179,Mad Love,"['Drama', 'Romance']",1995.0,tt0113729
180,Mallrats,"['Comedy', 'Romance']",1995.0,tt0113749
181,Mighty Morphin Power Rangers: The Movie,"['Action', 'Children']",1995.0,tt0113820
182,Moonlight and Valentino,"['Drama', 'Romance']",1995.0,tt0113851
183,Mute Witness,"['Comedy', 'Horror', 'Thriller']",1994.0,tt0110604
184,Nadja,['Drama'],1994.0,tt0110620
185,The Net,"['Action', 'Crime', 'Thriller']",1995.0,tt0113957
186,Nine Months,"['Comedy', 'Romance']",1995.0,tt0113986
187,Party Girl,['Comedy'],1995.0,tt0114095
188,The Prophecy,"['Fantasy', 'Horror', 'Mystery']",1995.0,tt0114194
189,Reckless,"['Comedy', 'Fantasy']",1995.0,tt0114241
190,Safe,['Thriller'],1995.0,tt0114323
191,The Scarlet Letter,"['Drama', 'Romance']",1995.0,tt0114345
192,The Show,['Documentary'],1995.0,tt0114435
193,Showgirls,['Drama'],1995.0,tt0114436
194,Smoke,"['Comedy', 'Drama']",1995.0,tt0114478
195,Something to Talk About,"['Comedy', 'Drama', 'Romance']",1995.0,tt0114496
196,Species,"['Horror', 'Sci-Fi']",1995.0,tt0114508
197,The Stars Fell on Henrietta,['Drama'],1995.0,tt0114534
198,Strange Days,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",1995.0,tt0114558
199,The Umbrellas of Cherbourg,"['Drama', 'Musical', 'Romance']",1964.0,tt0058450
200,The Tie That Binds,['Thriller'],1995.0,tt0114666
201,Three Wishes,"['Drama', 'Fantasy']",1995.0,tt0114663
202,Total Eclipse,"['Drama', 'Romance']",1995.0,tt0114702
203,"To Wong Foo, Thanks for Everything! Julie Newmar",['Comedy'],1995.0,tt0114682
204,Under Siege 2: Dark Territory,['Action'],1995.0,tt0114781
205,Unstrung Heroes,"['Comedy', 'Drama']",1995.0,tt0114798
206,Unzipped,['Documentary'],1995.0,tt0114805
207,A Walk in the Clouds,"['Drama', 'Romance']",1995.0,tt0114887
208,Waterworld,"['Action', 'Adventure', 'Sci-Fi']",1995.0,tt0114898
209,White Man's Burden,['Drama'],1995.0,tt0114928
210,Wild Bill,['Western'],1995.0,tt0114938
211,The Browning Version,['Drama'],1994.0,tt0109340
212,Bushwhacked,"['Adventure', 'Comedy', 'Crime', 'Mystery']",1995.0,tt0112602
213,Burnt by the Sun,['Drama'],1994.0,tt0111579
214,Before the Rain,"['Drama', 'War']",1994.0,tt0110882
215,Before Sunrise,"['Drama', 'Romance']",1995.0,tt0112471
216,Billy Madison,['Comedy'],1995.0,tt0112508
217,The Babysitter,"['Drama', 'Thriller']",1995.0,tt0112438
218,Boys on the Side,"['Comedy', 'Drama']",1995.0,tt0112571
219,The Cure,['Drama'],1995.0,tt0112757
220,Castle Freak,['Horror'],1995.0,tt0112643
222,Circle of Friends,"['Drama', 'Romance']",1995.0,tt0112679
223,Clerks,['Comedy'],1994.0,tt0109445
224,Don Juan DeMarco,"['Comedy', 'Drama', 'Romance']",1995.0,tt0112883
225,Disclosure,"['Drama', 'Thriller']",1994.0,tt0109635
226,Dream Man,['Thriller'],1995.0,tt0112899
227,Drop Zone,"['Action', 'Thriller']",1994.0,tt0109676
228,Destiny Turns on the Radio,['Comedy'],1995.0,tt0112854
229,Death and the Maiden,"['Drama', 'Thriller']",1994.0,tt0109579
230,Dolores Claiborne,"['Drama', 'Thriller']",1995.0,tt0109642
231,Dumb & Dumber,"['Adventure', 'Comedy']",1994.0,tt0109686
232,Eat Drink Man Woman,"['Comedy', 'Drama', 'Romance']",1994.0,tt0111797
233,Exotica,['Drama'],1994.0,tt0109759
234,Exit to Eden,['Comedy'],1994.0,tt0109758
235,Ed Wood,"['Comedy', 'Drama']",1994.0,tt0109707
236,French Kiss,"['Action', 'Comedy', 'Romance']",1995.0,tt0113117
237,Forget Paris,"['Comedy', 'Romance']",1995.0,tt0113097
238,Far From Home: The Adventures of Yellow Dog,"['Adventure', 'Children']",1995.0,tt0113028
239,A Goofy Movie,"['Animation', 'Children', 'Comedy', 'Romance']",1995.0,tt0113198
240,Hideaway,['Thriller'],1995.0,tt0113303
241,Fluke,"['Children', 'Drama']",1995.0,tt0113089
242,Farinelli: il castrato,"['Drama', 'Musical']",1994.0,tt0109771
243,Gordy,"['Children', 'Comedy', 'Fantasy']",1995.0,tt0113199
244,Gumby: The Movie,"['Animation', 'Children']",1995.0,tt0113234
245,The Glass Shield,"['Crime', 'Drama']",1994.0,tt0109906
246,Hoop Dreams,['Documentary'],1994.0,tt0110057
247,Heavenly Creatures,"['Crime', 'Drama']",1994.0,tt0110005
248,Houseguest,['Comedy'],1994.0,tt0110066
249,Immortal Beloved,"['Drama', 'Romance']",1994.0,tt0110116
250,Heavyweights,"['Children', 'Comedy']",1995.0,tt0110006
251,The Hunted,['Action'],1995.0,tt0113360
252,I.Q.,"['Comedy', 'Romance']",1994.0,tt0110099
253,Interview with the Vampire: The Vampire Chronicles,"['Drama', 'Horror']",1994.0,tt0110148
254,Jefferson in Paris,['Drama'],1995.0,tt0113463
255,The Jerky Boys,['Comedy'],1995.0,tt0110189
256,Junior,"['Comedy', 'Sci-Fi']",1994.0,tt0110216
257,Just Cause,"['Mystery', 'Thriller']",1995.0,tt0113501
258,A Kid in King Arthur's Court,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",1995.0,tt0113538
259,Kiss of Death,"['Crime', 'Drama', 'Thriller']",1995.0,tt0113552
260,Star Wars: Episode IV - A New Hope,"['Action', 'Adventure', 'Sci-Fi']",1977.0,tt0076759
261,Little Women,['Drama'],1994.0,tt0110367
262,A Little Princess,"['Children', 'Drama']",1995.0,tt0113670
263,Ladybird Ladybird,['Drama'],1994.0,tt0110296
264,"Enfer, L'",['Drama'],1994.0,tt0109731
265,Like Water for Chocolate,"['Drama', 'Fantasy', 'Romance']",1992.0,tt0103994
266,Legends of the Fall,"['Drama', 'Romance', 'War', 'Western']",1994.0,tt0110322
267,Major Payne,['Comedy'],1995.0,tt0110443
268,Little Odessa,"['Crime', 'Drama']",1994.0,tt0110365
269,My Crazy Life,['Drama'],1993.0,tt0107566
270,Love Affair,"['Drama', 'Romance']",1994.0,tt0110391
271,Losing Isaiah,['Drama'],1995.0,tt0113691
272,The Madness of King George,"['Comedy', 'Drama']",1994.0,tt0110428
273,Mary Shelley's Frankenstein,"['Drama', 'Horror', 'Sci-Fi']",1994.0,tt0109836
274,Man of the House,['Comedy'],1995.0,tt0113755
275,Mixed Nuts,['Comedy'],1994.0,tt0110538
276,Milk Money,"['Comedy', 'Romance']",1994.0,tt0110516
277,Miracle on 34th Street,['Drama'],1994.0,tt0110527
278,Miami Rhapsody,['Comedy'],1995.0,tt0113808
279,My Family,['Drama'],1995.0,tt0113896
280,Murder in the First,"['Drama', 'Thriller']",1995.0,tt0113870
281,Nobody's Fool,"['Comedy', 'Drama', 'Romance']",1994.0,tt0110684
282,Nell,['Drama'],1994.0,tt0110638
283,New Jersey Drive,"['Crime', 'Drama']",1995.0,tt0113967
284,New York Cop,"['Action', 'Crime']",1993.0,tt0117169
285,Beyond Bedlam,"['Drama', 'Horror']",1993.0,tt0106402
286,Nemesis 2: Nebula,"['Action', 'Sci-Fi', 'Thriller']",1995.0,tt0113948
287,Nina Takes a Lover,"['Comedy', 'Romance']",1994.0,tt0110671
288,Natural Born Killers,"['Action', 'Crime', 'Thriller']",1994.0,tt0110632
289,Only You,"['Comedy', 'Romance']",1994.0,tt0110737
290,Once Were Warriors,"['Crime', 'Drama']",1994.0,tt0110729
292,Outbreak,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",1995.0,tt0114069
293,Léon: The Professional,"['Action', 'Crime', 'Drama', 'Thriller']",1994.0,tt0110413
294,The Perez Family,"['Comedy', 'Romance']",1995.0,tt0114113
295,A Pyromaniac's Love Story,"['Comedy', 'Romance']",1995.0,tt0114210
296,Pulp Fiction,"['Comedy', 'Crime', 'Drama', 'Thriller']",1994.0,tt0110912
297,Panther,['Drama'],1995.0,tt0114084
298,Pushing Hands,['Drama'],1992.0,tt0105652
299,Priest,['Drama'],1994.0,tt0110889
300,Quiz Show,['Drama'],1994.0,tt0110932
301,Picture Bride,"['Drama', 'Romance']",1994.0,tt0114129
302,Queen Margot,"['Drama', 'Romance']",1994.0,tt0110963
303,The Quick and the Dead,"['Action', 'Thriller', 'Western']",1995.0,tt0114214
304,Roommates,"['Comedy', 'Drama']",1995.0,tt0114296
305,Ready to Wear,['Comedy'],1994.0,tt0110907
306,Three Colors: Red,['Drama'],1994.0,tt0111495
307,Three Colors: Blue,['Drama'],1993.0,tt0108394
308,Three Colors: White,"['Comedy', 'Drama']",1994.0,tt0111507
309,"Red Firecracker, Green Firecracker",['Drama'],1994.0,tt0110769
310,Rent-a-Kid,['Comedy'],1995.0,tt0114268
311,Relative Fear,"['Horror', 'Thriller']",1994.0,tt0110965
312,Stuart Saves His Family,['Comedy'],1995.0,tt0114571
313,The Swan Princess,"['Animation', 'Children']",1994.0,tt0111333
314,The Secret of Roan Inish,"['Children', 'Drama', 'Fantasy', 'Mystery']",1994.0,tt0111112
315,The Specialist,"['Action', 'Drama', 'Thriller']",1994.0,tt0111255
316,Stargate,"['Action', 'Adventure', 'Sci-Fi']",1994.0,tt0111282
317,The Santa Clause,"['Comedy', 'Drama', 'Fantasy']",1994.0,tt0111070
318,The Shawshank Redemption,"['Crime', 'Drama']",1994.0,tt0111161
319,Shallow Grave,"['Comedy', 'Drama', 'Thriller']",1994.0,tt0111149
320,Suture,"['Film-Noir', 'Thriller']",1993.0,tt0108260
321,Strawberry and Chocolate,['Drama'],1993.0,tt0106966
322,Swimming with Sharks,"['Comedy', 'Drama']",1995.0,tt0114594
324,The Sum of Us,"['Comedy', 'Drama']",1994.0,tt0111309
325,National Lampoon's Senior Trip,['Comedy'],1995.0,tt0113936
326,To Live,['Drama'],1994.0,tt0110081
327,Tank Girl,"['Action', 'Comedy', 'Sci-Fi']",1995.0,tt0114614
328,Tales from the Crypt Presents: Demon Knight,"['Horror', 'Thriller']",1995.0,tt0114608
329,Star Trek: Generations,"['Adventure', 'Drama', 'Sci-Fi']",1994.0,tt0111280
330,Tales from the Hood,"['Action', 'Crime', 'Horror']",1995.0,tt0114609
331,Tom & Viv,['Drama'],1994.0,tt0111454
332,Village of the Damned,"['Horror', 'Sci-Fi']",1995.0,tt0114852
333,Tommy Boy,['Comedy'],1995.0,tt0114694
334,Vanya on 42nd Street,['Drama'],1994.0,tt0111590
335,Underneath,"['Mystery', 'Thriller']",1995.0,tt0114788
336,The Walking Dead,"['Drama', 'War']",1995.0,tt0114888
337,What's Eating Gilbert Grape,['Drama'],1993.0,tt0108550
338,Virtuosity,"['Action', 'Sci-Fi', 'Thriller']",1995.0,tt0114857
339,While You Were Sleeping,"['Comedy', 'Romance']",1995.0,tt0114924
340,The War,"['Adventure', 'Drama', 'War']",1994.0,tt0111667
341,Double Happiness,['Drama'],1994.0,tt0109655
342,Muriel's Wedding,['Comedy'],1994.0,tt0110598
343,The Baby-Sitters Club,['Children'],1995.0,tt0112435
344,Ace Ventura: Pet Detective,['Comedy'],1994.0,tt0109040
345,"The Adventures of Priscilla, Queen of the Desert","['Comedy', 'Drama']",1994.0,tt0109045
346,Backbeat,"['Drama', 'Musical']",1993.0,tt0106339
347,Bitter Moon,"['Drama', 'Film-Noir', 'Romance']",1992.0,tt0104779
348,Bullets Over Broadway,['Comedy'],1994.0,tt0109348
349,Clear and Present Danger,"['Action', 'Crime', 'Drama', 'Thriller']",1994.0,tt0109444
350,The Client,"['Drama', 'Mystery', 'Thriller']",1994.0,tt0109446
351,"Corrina, Corrina","['Comedy', 'Drama', 'Romance']",1994.0,tt0109484
352,Crooklyn,"['Comedy', 'Drama']",1994.0,tt0109504
353,The Crow,"['Action', 'Crime', 'Fantasy', 'Thriller']",1994.0,tt0109506
354,Cobb,['Drama'],1994.0,tt0109450
355,The Flintstones,"['Children', 'Comedy', 'Fantasy']",1994.0,tt0109813
356,Forrest Gump,"['Comedy', 'Drama', 'Romance', 'War']",1994.0,tt0109830
357,Four Weddings and a Funeral,"['Comedy', 'Romance']",1994.0,tt0109831
358,Higher Learning,['Drama'],1995.0,tt0113305
359,I Like It Like That,"['Comedy', 'Drama', 'Romance']",1994.0,tt0110091
360,I Love Trouble,"['Action', 'Comedy']",1994.0,tt0110093
361,It Could Happen to You,"['Comedy', 'Drama', 'Romance']",1994.0,tt0110167
362,The Jungle Book,"['Adventure', 'Children', 'Romance']",1994.0,tt0110213
363,"The Wonderful, Horrible Life of Leni Riefenstahl",['Documentary'],1993.0,tt0107472
364,The Lion King,"['Adventure', 'Animation', 'Children', 'Drama', 'Musical', 'IMAX']",1994.0,tt0110357
365,Little Buddha,['Drama'],1993.0,tt0107426
366,Wes Craven's New Nightmare,"['Drama', 'Horror', 'Mystery', 'Thriller']",1994.0,tt0111686
367,The Mask,"['Action', 'Comedy', 'Crime', 'Fantasy']",1994.0,tt0110475
368,Maverick,"['Adventure', 'Comedy', 'Western']",1994.0,tt0110478
369,Mrs. Parker and the Vicious Circle,['Drama'],1994.0,tt0110588
370,Naked Gun 33 1/3: The Final Insult,"['Action', 'Comedy']",1994.0,tt0110622
371,The Paper,"['Comedy', 'Drama']",1994.0,tt0110771
372,Reality Bites,"['Comedy', 'Drama', 'Romance']",1994.0,tt0110950
373,Red Rock West,['Thriller'],1992.0,tt0105226
374,Richie Rich,"['Children', 'Comedy']",1994.0,tt0110989
375,Safe Passage,['Drama'],1994.0,tt0111054
376,The River Wild,"['Action', 'Thriller']",1994.0,tt0110997
377,Speed,"['Action', 'Romance', 'Thriller']",1994.0,tt0111257
378,Speechless,"['Comedy', 'Romance']",1994.0,tt0111256
379,Timecop,"['Action', 'Sci-Fi', 'Thriller']",1994.0,tt0111438
380,True Lies,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",1994.0,tt0111503
381,When a Man Loves a Woman,"['Drama', 'Romance']",1994.0,tt0111693
382,Wolf,"['Drama', 'Horror', 'Romance', 'Thriller']",1994.0,tt0111742
383,Wyatt Earp,['Western'],1994.0,tt0111756
384,Bad Company,"['Action', 'Crime', 'Drama']",1995.0,tt0112443
385,A Man of No Importance,['Drama'],1994.0,tt0110455
386,S.F.W.,['Drama'],1994.0,tt0111048
387,A Low Down Dirty Shame,"['Action', 'Comedy']",1994.0,tt0110399
388,Boys Life,['Drama'],1995.0,tt0112570
389,"Colonel Chabert, Le","['Drama', 'Romance', 'War']",1994.0,tt0109454
390,Faster Pussycat! Kill! Kill!,"['Action', 'Crime', 'Drama']",1965.0,tt0059170
391,Jason's Lyric,"['Crime', 'Drama']",1994.0,tt0110186
392,The Secret Adventures of Tom Thumb,"['Adventure', 'Animation']",1993.0,tt0108069
393,Street Fighter,"['Action', 'Adventure', 'Fantasy']",1994.0,tt0111301
394,Coldblooded,['Comedy'],1995.0,tt0112702
395,Desert Winds,"['Drama', 'Fantasy', 'Romance']",1995.0,tt0112849
396,Fall Time,['Drama'],1995.0,tt0113014
